transaction_id,amount,failure_reason,payment_method,customer_type,attempts,previous_success_rate,previous_failed_payments,customer_tenure_months,hours_since_failure,recovered
TXN02779,4843,bank_decline,upi,regular,2,0.41,1,39,48,1
TXN02780,8282,technical_error,net_banking,new,2,0.78,3,1,31,0
TXN02781,6891,network_error,net_banking,new,2,0.67,0,29,2,1
TXN02782,14350,insufficient_funds,net_banking,regular,1,0.39,2,52,9,0
TXN02783,6182,network_error,credit_card,regular,1,0.76,0,29,30,1
TXN02784,10600,network_error,net_banking,regular,1,0.51,0,23,68,1
TXN02785,1213,bank_decline,debit_card,new,2,0.51,1,16,42,0
TXN02786,9492,bank_decline,credit_card,loyal,2,0.96,5,48,47,1
TXN02787,11341,bank_decline,net_banking,loyal,1,0.52,3,8,11,0
TXN02788,8796,technical_error,net_banking,regular,3,0.94,6,46,52,0
TXN02789,7239,bank_decline,net_banking,new,3,0.46,2,46,64,0
TXN02790,11186,technical_error,net_banking,regular,3,0.95,2,44,60,1
TXN02791,3243,insufficient_funds,net_banking,regular,3,0.36,2,16,1,0
TXN02792,1842,technical_error,debit_card,new,1,0.71,3,32,31,1
TXN02793,14131,insufficient_funds,net_banking,new,3,0.39,4,56,52,0
TXN02794,854,insufficient_funds,debit_card,regular,1,0.82,6,26,59,0
TXN02795,14281,technical_error,debit_card,regular,1,0.6,1,40,21,1
TXN02796,8964,bank_decline,debit_card,new,1,0.46,1,2,13,0
TXN02797,202,network_error,net_banking,loyal,1,0.46,6,12,67,1
TXN02798,2465,insufficient_funds,upi,regular,3,0.35,4,34,20,0
TXN02799,348,card_expired,upi,regular,1,0.52,2,45,44,1
TXN02800,6573,network_error,net_banking,regular,2,0.69,4,40,9,1
TXN02801,3823,network_error,credit_card,new,3,0.87,6,19,32,1
TXN02802,2735,insufficient_funds,net_banking,loyal,3,0.83,1,32,58,0
TXN02803,3777,insufficient_funds,credit_card,regular,3,0.64,0,26,52,0
TXN02804,12162,card_expired,credit_card,regular,1,0.44,2,4,31,0
TXN02805,766,bank_decline,upi,new,3,0.64,2,9,37,1
TXN02806,13701,network_error,net_banking,loyal,2,0.79,1,58,64,1
TXN02807,11265,card_expired,net_banking,regular,3,0.41,3,27,18,0
TXN02808,239,card_expired,debit_card,new,1,0.47,3,13,66,0
TXN02809,6046,card_expired,upi,regular,3,0.35,4,29,35,0
TXN02810,8157,technical_error,debit_card,new,3,0.93,4,45,63,0
TXN02811,13940,technical_error,upi,loyal,1,0.48,5,33,55,1
TXN02812,12325,technical_error,upi,regular,1,0.89,4,45,27,1
TXN02813,7031,card_expired,upi,new,1,0.39,1,38,33,0
TXN02814,1861,insufficient_funds,credit_card,new,3,0.67,5,60,69,0
TXN02815,1422,network_error,upi,loyal,2,0.68,2,15,33,1
TXN02816,11665,network_error,debit_card,loyal,2,0.6,5,59,21,1
TXN02817,3363,technical_error,upi,regular,2,0.42,5,11,44,0
TXN02818,7754,technical_error,net_banking,new,3,0.83,4,10,17,1
TXN02819,8815,technical_error,net_banking,new,2,0.75,6,19,9,1
TXN02820,1010,card_expired,credit_card,loyal,1,0.77,2,37,48,1
TXN02821,7860,technical_error,upi,regular,1,0.81,2,33,55,1
TXN02822,10415,bank_decline,net_banking,new,3,0.67,0,55,57,1
TXN02823,6671,network_error,credit_card,loyal,1,0.69,1,27,11,1
TXN02824,2369,network_error,credit_card,regular,2,0.54,2,47,58,0
TXN02825,6857,bank_decline,upi,regular,3,0.93,3,21,42,0
TXN02826,6073,card_expired,upi,new,1,0.47,3,18,1,1
TXN02827,6531,technical_error,net_banking,regular,3,0.84,3,52,68,0
TXN02828,4970,network_error,upi,new,2,0.56,2,21,14,1
TXN02829,14810,bank_decline,upi,regular,1,0.82,4,40,61,0
TXN02830,280,insufficient_funds,debit_card,new,3,0.58,4,28,3,0
TXN02831,4023,bank_decline,net_banking,new,3,0.34,0,16,53,0
TXN02832,14648,technical_error,upi,regular,1,0.92,4,42,53,1
TXN02833,940,bank_decline,credit_card,loyal,3,0.8,1,2,36,0
TXN02834,3683,bank_decline,credit_card,loyal,2,0.73,6,39,61,0
TXN02835,14421,technical_error,net_banking,new,2,0.53,1,36,35,1
TXN02836,6140,card_expired,upi,loyal,1,0.5,0,30,27,1
TXN02837,12816,card_expired,net_banking,regular,3,0.96,0,37,42,0
TXN02838,10671,insufficient_funds,upi,loyal,1,0.9,4,54,71,1
TXN02839,10978,card_expired,credit_card,new,3,0.72,2,10,6,0
TXN02840,1674,bank_decline,debit_card,regular,3,0.49,6,56,3,0
TXN02841,14034,bank_decline,debit_card,new,1,0.37,5,29,59,0
TXN02842,8925,card_expired,net_banking,regular,3,0.55,0,43,40,1
TXN02843,14935,card_expired,upi,loyal,3,0.79,1,1,65,0
TXN02844,12060,insufficient_funds,upi,loyal,3,0.89,5,33,36,1
TXN02845,7085,insufficient_funds,debit_card,loyal,1,0.41,3,2,47,0
TXN02846,6372,technical_error,upi,new,2,0.59,3,19,67,1
TXN02847,14115,card_expired,debit_card,loyal,1,0.56,1,54,28,0
TXN02848,10722,network_error,upi,new,3,0.93,6,49,12,0
TXN02849,8402,insufficient_funds,upi,new,2,0.86,6,22,40,0
TXN02850,9190,technical_error,credit_card,regular,1,0.46,3,47,19,1
TXN02851,7962,network_error,net_banking,loyal,3,0.94,0,10,22,1
TXN02852,11329,technical_error,credit_card,new,3,0.85,6,28,41,0
TXN02853,14501,technical_error,net_banking,new,3,0.9,2,52,60,0
TXN02854,9717,bank_decline,upi,new,3,0.84,3,32,41,0
TXN02855,9921,technical_error,credit_card,loyal,3,0.72,0,54,58,0
TXN02856,7782,technical_error,credit_card,regular,3,0.34,3,39,8,0
TXN02857,5156,bank_decline,net_banking,new,2,0.86,1,33,34,0
TXN02858,7462,card_expired,debit_card,loyal,1,0.89,0,44,62,1
TXN02859,2672,insufficient_funds,net_banking,loyal,1,0.42,5,51,4,0
TXN02860,5667,network_error,credit_card,new,3,0.74,4,34,50,0
TXN02861,13047,network_error,debit_card,new,3,0.86,0,59,52,1
TXN02862,12658,technical_error,credit_card,new,1,0.61,1,15,62,0
TXN02863,9858,technical_error,debit_card,regular,3,0.71,1,15,36,0
TXN02864,8578,card_expired,upi,loyal,2,0.93,1,46,41,1
TXN02865,8241,bank_decline,net_banking,loyal,3,0.58,4,51,29,0
TXN02866,3329,bank_decline,upi,loyal,2,0.31,3,29,31,0
TXN02867,12749,insufficient_funds,debit_card,new,2,0.52,5,3,41,0
TXN02868,736,bank_decline,debit_card,loyal,1,0.66,4,39,29,0
TXN02869,11847,bank_decline,upi,new,2,0.55,4,35,27,0
TXN02870,1450,bank_decline,credit_card,regular,2,0.95,5,59,14,0
TXN02871,3916,bank_decline,credit_card,new,2,0.66,3,8,42,0
TXN02872,6647,technical_error,credit_card,loyal,1,0.7,3,57,58,1
TXN02873,9010,network_error,debit_card,new,3,0.96,6,50,35,1
TXN02874,8594,bank_decline,upi,regular,2,0.69,2,2,30,0
TXN02875,7134,card_expired,upi,new,1,0.59,1,40,41,0
TXN02876,12625,card_expired,debit_card,new,2,0.7,3,24,58,0
TXN02877,2824,technical_error,debit_card,loyal,2,0.46,4,26,72,0
TXN02878,3614,network_error,debit_card,loyal,1,0.53,2,59,39,1
TXN02879,13661,insufficient_funds,debit_card,new,2,0.36,6,48,48,0
TXN02880,5884,bank_decline,debit_card,loyal,2,0.84,0,30,27,1
TXN02881,13220,card_expired,net_banking,loyal,2,0.56,5,8,45,0
TXN02882,9576,bank_decline,upi,loyal,1,0.93,3,18,15,1
TXN02883,7440,network_error,upi,new,1,0.91,0,33,13,1
TXN02884,9240,network_error,upi,new,1,0.84,2,54,36,1
TXN02885,6534,network_error,upi,loyal,1,0.77,6,29,37,1
TXN02886,2304,technical_error,debit_card,loyal,2,0.5,5,16,26,0
TXN02887,669,insufficient_funds,net_banking,loyal,2,0.96,5,2,50,0
TXN02888,3266,network_error,debit_card,regular,2,0.61,0,39,49,0
TXN02889,6980,card_expired,credit_card,new,1,0.98,5,26,31,1
TXN02890,13492,network_error,debit_card,new,1,0.76,1,18,70,1
TXN02891,14939,insufficient_funds,net_banking,regular,3,0.45,3,32,46,0
TXN02892,464,network_error,net_banking,regular,3,0.35,1,41,39,1
TXN02893,6812,network_error,upi,regular,1,0.72,1,16,45,1
TXN02894,5181,card_expired,upi,regular,2,0.4,6,25,7,0
TXN02895,6487,insufficient_funds,net_banking,new,2,0.45,4,38,46,0
TXN02896,10732,card_expired,upi,regular,3,0.82,5,12,63,0
TXN02897,6354,bank_decline,credit_card,regular,3,0.33,1,60,71,0
TXN02898,3131,bank_decline,upi,new,3,0.79,1,54,35,0
TXN02899,11395,bank_decline,net_banking,regular,1,0.42,4,15,1,0
TXN02900,12570,insufficient_funds,debit_card,new,2,0.93,2,25,11,1
TXN02901,8100,bank_decline,debit_card,new,2,0.36,2,45,59,0
TXN02902,7844,technical_error,upi,new,1,0.39,5,1,38,1
TXN02903,5479,bank_decline,debit_card,regular,2,0.74,3,7,66,1
TXN02904,11642,technical_error,upi,loyal,1,0.34,5,45,69,0
TXN02905,4184,network_error,upi,new,3,0.36,0,5,33,1
TXN02906,8086,technical_error,net_banking,new,3,0.37,6,1,63,0
TXN02907,1471,technical_error,net_banking,new,1,0.72,3,41,68,1
TXN02908,5134,insufficient_funds,upi,regular,1,0.58,4,42,1,1
TXN02909,7209,technical_error,debit_card,new,3,0.35,2,12,26,1
TXN02910,744,network_error,debit_card,new,1,0.43,4,28,43,0
TXN02911,11527,bank_decline,credit_card,loyal,2,0.92,1,11,37,0
TXN02912,1770,bank_decline,debit_card,new,2,0.58,0,7,41,1
TXN02913,5438,technical_error,debit_card,new,1,0.97,3,28,32,1
TXN02914,12327,technical_error,debit_card,new,1,0.88,2,3,5,0
TXN02915,4002,technical_error,debit_card,new,3,0.42,2,25,18,0
TXN02916,1766,technical_error,credit_card,new,1,0.82,2,35,40,1
TXN02917,9635,network_error,debit_card,new,3,0.42,1,34,49,0
TXN02918,2112,insufficient_funds,debit_card,new,3,0.71,2,54,53,0
TXN02919,5660,insufficient_funds,debit_card,regular,1,0.64,2,50,39,0
TXN02920,7215,network_error,debit_card,regular,3,0.65,3,13,35,1
TXN02921,1093,technical_error,upi,new,2,0.81,5,43,61,0
TXN02922,14404,insufficient_funds,upi,loyal,3,0.67,5,24,23,0
TXN02923,13804,insufficient_funds,upi,regular,1,0.53,1,25,52,1
TXN02924,5647,technical_error,credit_card,regular,2,0.82,3,11,48,0
TXN02925,14492,technical_error,credit_card,loyal,2,0.58,0,18,61,0
TXN02926,6253,insufficient_funds,debit_card,regular,3,0.77,1,19,57,0
TXN02927,4636,card_expired,net_banking,loyal,2,0.75,2,14,72,0
TXN02928,11495,card_expired,debit_card,loyal,3,0.67,2,48,32,1
TXN02929,3518,card_expired,net_banking,loyal,1,0.5,2,31,11,1
TXN02930,7698,card_expired,debit_card,loyal,3,0.67,1,21,35,1
TXN02931,11002,bank_decline,net_banking,loyal,2,0.64,3,16,4,0
TXN02932,1859,card_expired,debit_card,regular,3,0.62,5,16,70,0
TXN02933,1464,card_expired,credit_card,regular,1,0.76,4,6,13,0
TXN02934,13005,technical_error,debit_card,loyal,2,0.36,1,2,64,0
TXN02935,7965,insufficient_funds,net_banking,new,2,0.77,6,54,1,0
TXN02936,4687,technical_error,net_banking,regular,3,0.91,0,36,18,1
TXN02937,4707,technical_error,debit_card,new,1,0.97,2,26,26,1
TXN02938,5079,card_expired,net_banking,new,2,0.74,6,10,22,0
TXN02939,11710,bank_decline,upi,regular,1,0.92,1,39,14,1
TXN02940,12456,technical_error,upi,new,1,0.57,4,17,65,0
TXN02941,1509,network_error,debit_card,loyal,2,0.78,3,46,38,1
TXN02942,1648,technical_error,net_banking,regular,3,0.32,5,57,71,0
TXN02943,5584,insufficient_funds,credit_card,new,1,0.95,0,11,45,0
TXN02944,9558,network_error,credit_card,regular,3,0.47,4,18,5,0
TXN02945,1532,insufficient_funds,debit_card,new,2,0.96,1,31,54,0
TXN02946,10960,insufficient_funds,upi,loyal,1,0.49,6,37,70,0
TXN02947,4546,network_error,credit_card,new,2,0.64,1,3,10,0
TXN02948,9119,network_error,credit_card,regular,1,0.96,4,42,11,0
TXN02949,979,bank_decline,debit_card,new,1,0.66,6,57,54,0
TXN02950,2150,card_expired,credit_card,loyal,1,0.9,4,3,32,1
TXN02951,2198,insufficient_funds,upi,loyal,3,0.94,2,36,34,0
TXN02952,1181,insufficient_funds,upi,new,1,0.59,5,31,13,0
TXN02953,9894,network_error,debit_card,loyal,2,0.34,2,51,62,1
TXN02954,11699,network_error,net_banking,new,1,0.9,6,46,13,1
TXN02955,5269,network_error,debit_card,regular,2,0.75,0,11,67,1
TXN02956,10934,network_error,upi,new,1,0.39,4,30,39,1
TXN02957,8139,network_error,debit_card,regular,2,0.88,2,32,49,1
TXN02958,7223,insufficient_funds,credit_card,new,3,0.84,0,3,64,1
TXN02959,2021,card_expired,credit_card,loyal,2,0.42,5,10,16,0
TXN02960,14568,network_error,credit_card,loyal,1,0.36,2,14,43,1
TXN02961,9978,card_expired,debit_card,regular,1,0.58,2,53,45,0
TXN02962,5494,insufficient_funds,net_banking,loyal,2,0.91,0,9,47,1
TXN02963,12007,network_error,net_banking,loyal,3,0.71,4,18,67,1
TXN02964,6080,card_expired,net_banking,loyal,2,0.64,4,15,8,1
TXN02965,1936,technical_error,upi,regular,2,0.54,5,59,52,1
TXN02966,6164,technical_error,upi,new,1,0.6,5,6,59,1
TXN02967,6822,insufficient_funds,upi,regular,2,0.32,3,56,2,0
TXN02968,11068,network_error,credit_card,regular,3,0.93,0,54,29,1
TXN02969,13608,card_expired,net_banking,new,2,0.33,5,33,57,0
TXN02970,1881,network_error,credit_card,loyal,2,0.58,4,4,35,0
TXN02971,13376,network_error,net_banking,new,3,0.4,3,27,22,1
TXN02972,11998,network_error,credit_card,regular,3,0.41,1,10,71,1
TXN02973,3067,technical_error,debit_card,regular,1,0.66,3,21,20,1
TXN02974,6064,technical_error,upi,new,1,0.49,0,47,71,1
TXN02975,10117,network_error,debit_card,regular,1,0.78,1,23,4,0
TXN02976,12886,bank_decline,debit_card,regular,2,0.93,1,50,68,0
TXN02977,13727,network_error,net_banking,regular,1,0.73,5,24,63,1
TXN02978,870,technical_error,net_banking,loyal,1,0.32,4,2,10,1
TXN02979,5116,network_error,upi,loyal,2,0.46,0,40,43,0
TXN02980,2268,technical_error,credit_card,loyal,2,0.5,4,27,59,1
TXN02981,14679,insufficient_funds,credit_card,new,1,0.74,5,36,29,1
TXN02982,3837,bank_decline,net_banking,loyal,3,0.78,0,44,30,0
TXN02983,9787,network_error,debit_card,new,1,0.86,4,47,57,1
TXN02984,4124,card_expired,credit_card,regular,2,0.68,2,59,64,0
TXN02985,9905,technical_error,upi,loyal,1,0.67,2,12,1,0
TXN02986,10075,card_expired,credit_card,loyal,2,0.54,1,34,70,0
TXN02987,6381,network_error,credit_card,regular,2,0.59,1,15,58,0
TXN02988,6282,card_expired,credit_card,new,2,0.52,3,27,12,0
TXN02989,7052,technical_error,credit_card,regular,3,0.91,0,9,46,1
TXN02990,535,technical_error,upi,new,2,0.79,4,40,21,0
TXN02991,14108,card_expired,upi,regular,2,0.61,6,32,24,0
TXN02992,14559,network_error,upi,loyal,1,0.46,1,58,33,1
TXN02993,5139,technical_error,credit_card,new,2,0.35,5,9,40,1
TXN02994,5623,bank_decline,debit_card,regular,3,0.37,4,22,41,0
TXN02995,14058,technical_error,credit_card,regular,1,0.87,4,52,49,1
TXN02996,4747,insufficient_funds,upi,regular,1,0.46,6,14,29,0
TXN02997,10367,bank_decline,upi,regular,1,0.93,6,6,42,0
TXN02998,13478,insufficient_funds,net_banking,new,1,0.49,6,9,56,0
TXN02999,14646,technical_error,credit_card,regular,1,0.37,2,11,18,0
TXN03000,633,bank_decline,credit_card,regular,2,0.67,6,12,16,0
TXN03001,4144,technical_error,debit_card,regular,2,0.71,3,55,1,1
TXN03002,2267,bank_decline,credit_card,new,1,0.87,4,11,65,1
TXN03003,8910,bank_decline,credit_card,new,1,0.33,0,43,7,1
TXN03004,4121,insufficient_funds,debit_card,regular,3,0.45,4,32,11,0
TXN03005,233,network_error,credit_card,new,3,0.7,2,28,13,1
TXN03006,3218,bank_decline,net_banking,loyal,3,0.76,5,32,9,0
TXN03007,6236,bank_decline,upi,new,3,0.61,4,52,19,0
TXN03008,4880,bank_decline,debit_card,new,3,0.46,3,42,60,0
TXN03009,13009,technical_error,credit_card,regular,2,0.56,3,47,37,0
TXN03010,7473,network_error,credit_card,loyal,2,0.94,2,13,14,0
TXN03011,11178,card_expired,net_banking,regular,2,0.78,2,4,45,1
TXN03012,7915,card_expired,credit_card,new,1,0.83,1,36,12,0
TXN03013,10816,bank_decline,net_banking,loyal,1,0.58,0,52,8,1
TXN03014,4228,network_error,credit_card,regular,2,0.73,5,60,57,1
TXN03015,10508,card_expired,net_banking,new,2,0.47,1,13,63,0
TXN03016,6028,technical_error,debit_card,new,1,0.56,5,34,37,0
TXN03017,6223,card_expired,debit_card,regular,1,0.36,6,10,40,0
TXN03018,856,network_error,debit_card,regular,2,0.83,1,37,69,1
TXN03019,11617,insufficient_funds,debit_card,loyal,3,0.35,1,17,56,0
TXN03020,10992,technical_error,net_banking,regular,3,0.44,3,49,69,0
TXN03021,1892,card_expired,debit_card,loyal,2,0.58,4,5,44,0
TXN03022,8781,insufficient_funds,credit_card,new,1,0.83,5,56,4,0
TXN03023,13369,bank_decline,debit_card,loyal,2,0.57,1,28,57,0
TXN03024,14565,insufficient_funds,upi,new,1,0.63,2,21,45,1
TXN03025,13434,insufficient_funds,net_banking,regular,3,0.57,6,25,61,0
TXN03026,4462,technical_error,net_banking,loyal,2,0.7,1,11,36,0
TXN03027,9665,bank_decline,upi,new,1,0.51,5,9,41,1
TXN03028,6971,technical_error,debit_card,loyal,2,0.52,4,60,43,0
TXN03029,2542,network_error,net_banking,new,2,0.9,5,32,23,0
TXN03030,3991,bank_decline,credit_card,loyal,2,0.7,1,17,35,0
TXN03031,1395,insufficient_funds,credit_card,regular,2,0.89,5,24,1,1
TXN03032,13101,insufficient_funds,upi,regular,2,0.67,6,45,1,0
TXN03033,5850,card_expired,net_banking,new,2,0.38,4,19,7,0
TXN03034,3535,insufficient_funds,debit_card,new,2,0.61,5,54,19,0
TXN03035,3363,card_expired,debit_card,loyal,1,0.93,5,46,35,1
TXN03036,11959,card_expired,net_banking,regular,3,0.6,3,13,53,0
TXN03037,11192,insufficient_funds,net_banking,new,1,0.38,1,57,20,1
TXN03038,13979,network_error,upi,loyal,2,0.39,6,17,70,1
TXN03039,12532,insufficient_funds,net_banking,regular,3,0.69,0,51,66,1
TXN03040,11526,technical_error,net_banking,regular,3,0.8,0,45,27,1
TXN03041,14156,bank_decline,upi,loyal,2,0.91,4,9,4,0
TXN03042,6269,card_expired,upi,loyal,3,0.87,0,56,25,1
TXN03043,10384,bank_decline,credit_card,loyal,1,0.55,6,42,1,1
TXN03044,14927,bank_decline,upi,regular,1,0.62,6,58,68,0
TXN03045,14856,network_error,credit_card,new,3,0.8,4,41,5,1
TXN03046,10653,network_error,credit_card,regular,1,0.48,0,23,52,1
TXN03047,8538,bank_decline,credit_card,loyal,1,0.87,1,34,14,1
TXN03048,10779,insufficient_funds,net_banking,regular,2,0.52,4,4,26,1
TXN03049,10672,network_error,credit_card,regular,3,0.93,3,19,58,1
TXN03050,13975,card_expired,upi,new,1,0.95,4,3,20,0
TXN03051,13148,network_error,net_banking,loyal,3,0.77,5,46,27,1
TXN03052,1884,card_expired,credit_card,new,2,0.65,3,28,67,0
TXN03053,2048,network_error,net_banking,regular,2,0.54,5,46,67,1
TXN03054,3463,insufficient_funds,net_banking,new,2,0.89,5,21,4,0
TXN03055,8986,insufficient_funds,upi,new,2,0.54,4,5,45,0
TXN03056,7404,insufficient_funds,upi,new,2,0.95,1,38,66,1
TXN03057,2808,card_expired,net_banking,loyal,1,0.36,6,45,62,0
TXN03058,909,network_error,upi,loyal,2,0.93,3,36,63,1
TXN03059,3608,network_error,debit_card,new,1,0.84,2,14,21,0
TXN03060,7769,insufficient_funds,net_banking,regular,2,0.7,6,42,29,0
TXN03061,1340,bank_decline,credit_card,new,2,0.39,4,24,39,0
TXN03062,4108,network_error,net_banking,new,1,0.66,4,60,61,1
TXN03063,12030,network_error,net_banking,new,3,0.89,6,11,62,0
TXN03064,7886,card_expired,credit_card,new,3,0.5,2,9,62,0
TXN03065,6588,insufficient_funds,credit_card,loyal,1,0.31,0,10,10,1
TXN03066,2519,bank_decline,debit_card,new,2,0.76,3,14,7,0
TXN03067,10991,card_expired,net_banking,regular,1,0.82,6,60,55,0
TXN03068,11305,technical_error,net_banking,new,2,0.55,4,28,45,0
TXN03069,6796,card_expired,net_banking,regular,1,0.71,5,44,49,0
TXN03070,4042,insufficient_funds,upi,regular,1,0.31,5,24,20,0
TXN03071,13702,bank_decline,debit_card,loyal,2,0.76,2,13,59,0
TXN03072,11579,insufficient_funds,debit_card,new,3,0.35,2,16,2,0
TXN03073,6128,bank_decline,net_banking,loyal,1,0.59,6,8,43,0
TXN03074,10694,technical_error,credit_card,new,2,0.33,5,7,6,1
TXN03075,11813,insufficient_funds,net_banking,new,1,0.64,1,26,45,0
TXN03076,11959,insufficient_funds,upi,regular,2,0.71,6,36,27,0
TXN03077,4935,technical_error,debit_card,regular,2,0.91,4,12,14,1
TXN03078,6801,card_expired,credit_card,regular,2,0.46,5,33,53,0
TXN03079,6546,bank_decline,debit_card,new,1,0.9,0,32,18,0
TXN03080,6879,card_expired,upi,new,3,0.4,3,35,43,0
TXN03081,14764,technical_error,debit_card,loyal,2,0.76,2,1,6,0
TXN03082,11491,insufficient_funds,credit_card,loyal,2,0.75,0,20,49,0
TXN03083,5436,network_error,credit_card,loyal,2,0.49,6,10,64,0
TXN03084,6764,insufficient_funds,credit_card,loyal,3,0.79,1,21,54,0
TXN03085,3756,card_expired,debit_card,new,1,0.92,0,47,5,0
TXN03086,8823,technical_error,debit_card,new,3,0.6,0,47,1,0
TXN03087,5274,technical_error,credit_card,new,3,0.74,1,22,36,1
TXN03088,9108,technical_error,debit_card,loyal,3,0.33,5,15,7,0
TXN03089,11771,insufficient_funds,net_banking,regular,2,0.36,6,27,51,0
TXN03090,10729,network_error,credit_card,new,1,0.76,3,34,9,1
TXN03091,14375,technical_error,upi,regular,3,0.97,6,30,1,0
TXN03092,11960,insufficient_funds,credit_card,new,1,0.97,5,36,28,0
TXN03093,12351,insufficient_funds,credit_card,loyal,2,0.64,1,39,58,0
TXN03094,4954,insufficient_funds,credit_card,loyal,3,0.97,5,20,18,0
TXN03095,10135,insufficient_funds,net_banking,regular,3,0.89,5,2,14,0
TXN03096,8159,card_expired,net_banking,loyal,1,0.65,3,26,17,0
TXN03097,9091,insufficient_funds,net_banking,new,2,0.67,5,43,46,1
TXN03098,12139,card_expired,debit_card,regular,2,0.42,1,12,55,0
TXN03099,7472,technical_error,credit_card,loyal,3,0.77,3,42,51,1
TXN03100,6674,bank_decline,debit_card,new,3,0.92,4,44,69,0
TXN03101,211,card_expired,upi,loyal,3,0.46,2,37,69,1
TXN03102,5499,bank_decline,net_banking,regular,2,0.4,2,39,64,0
TXN03103,608,technical_error,debit_card,loyal,2,0.95,4,2,41,1
TXN03104,1386,bank_decline,credit_card,regular,1,0.91,6,25,43,0
TXN03105,9747,insufficient_funds,credit_card,new,3,0.95,6,23,51,0
TXN03106,1720,technical_error,net_banking,new,3,0.38,2,34,55,1
TXN03107,14503,bank_decline,credit_card,new,3,0.71,2,18,24,0
TXN03108,7527,technical_error,net_banking,regular,3,0.61,0,41,30,0
TXN03109,12880,insufficient_funds,debit_card,new,1,0.37,1,22,2,1
TXN03110,8509,card_expired,credit_card,regular,2,0.42,6,2,52,0
TXN03111,10042,bank_decline,debit_card,new,1,0.45,1,27,27,0
TXN03112,10587,technical_error,credit_card,regular,1,0.9,0,51,64,1
TXN03113,524,insufficient_funds,upi,new,2,0.74,3,9,34,0
TXN03114,9607,card_expired,upi,new,2,0.94,5,41,37,0
TXN03115,11624,bank_decline,net_banking,loyal,1,0.85,6,18,40,0
TXN03116,11068,technical_error,upi,regular,3,0.83,3,17,7,0
TXN03117,9092,card_expired,debit_card,regular,3,0.51,2,15,33,0
TXN03118,1274,bank_decline,net_banking,loyal,2,0.91,4,43,54,1
TXN03119,14519,technical_error,debit_card,loyal,3,0.89,4,13,38,1
TXN03120,14227,insufficient_funds,upi,loyal,3,0.94,5,11,54,0
TXN03121,3736,card_expired,net_banking,regular,3,0.51,1,2,59,0
TXN03122,8793,card_expired,credit_card,loyal,3,0.5,1,50,53,0
TXN03123,10195,technical_error,debit_card,loyal,3,0.47,1,56,56,0
TXN03124,11513,bank_decline,credit_card,regular,1,0.82,6,20,41,0
TXN03125,6117,network_error,debit_card,loyal,2,0.57,1,47,2,1
TXN03126,3428,bank_decline,debit_card,loyal,1,0.69,5,30,58,1
TXN03127,12296,card_expired,debit_card,loyal,2,0.48,6,60,45,0
TXN03128,11433,network_error,debit_card,loyal,1,0.34,1,22,72,0
TXN03129,2001,bank_decline,credit_card,loyal,1,0.77,5,1,39,0
TXN03130,579,insufficient_funds,credit_card,regular,1,0.53,0,9,60,0
TXN03131,12844,insufficient_funds,debit_card,regular,3,0.88,6,22,25,1
TXN03132,12021,network_error,credit_card,new,1,0.75,4,2,36,0
TXN03133,2933,card_expired,upi,new,2,0.86,1,36,56,0
TXN03134,6430,insufficient_funds,upi,new,3,0.33,2,32,29,0
TXN03135,9276,bank_decline,upi,regular,2,0.95,2,41,56,0
TXN03136,13277,technical_error,credit_card,loyal,1,0.52,0,31,39,1
TXN03137,6056,bank_decline,debit_card,loyal,2,0.78,6,27,18,0
TXN03138,9109,network_error,net_banking,regular,1,0.47,2,25,13,0
TXN03139,2500,network_error,upi,regular,2,0.96,5,47,22,0
TXN03140,4416,network_error,debit_card,regular,1,0.65,4,8,66,0
TXN03141,10931,card_expired,net_banking,new,1,0.7,0,28,30,1
TXN03142,13835,card_expired,debit_card,new,1,0.93,4,22,10,0
TXN03143,8294,network_error,upi,regular,1,0.78,5,40,70,1
TXN03144,13649,insufficient_funds,net_banking,regular,1,0.76,0,12,28,1
TXN03145,3954,technical_error,credit_card,regular,3,0.53,0,43,38,0
TXN03146,1136,insufficient_funds,upi,loyal,1,0.57,2,3,19,0
TXN03147,13068,insufficient_funds,credit_card,new,2,0.39,2,50,48,0
TXN03148,7844,insufficient_funds,credit_card,new,3,0.53,4,2,37,0
TXN03149,3379,network_error,debit_card,loyal,2,0.47,4,24,29,0
TXN03150,1585,network_error,debit_card,loyal,3,0.63,0,44,14,1
TXN03151,6884,insufficient_funds,credit_card,loyal,2,0.71,3,58,44,0
TXN03152,7604,insufficient_funds,debit_card,loyal,1,0.87,1,44,11,0
TXN03153,12179,technical_error,net_banking,new,3,0.41,0,38,71,1
TXN03154,9493,network_error,upi,regular,1,0.76,3,50,62,1
TXN03155,640,bank_decline,debit_card,loyal,3,0.76,3,1,57,0
TXN03156,5873,technical_error,credit_card,regular,1,0.34,2,21,7,1
TXN03157,3109,network_error,debit_card,loyal,2,0.8,4,16,72,1
TXN03158,10242,network_error,debit_card,loyal,2,0.73,0,11,41,1
TXN03159,7615,card_expired,credit_card,new,3,0.83,2,1,27,0
TXN03160,11420,card_expired,upi,regular,3,0.35,5,47,19,0
TXN03161,7146,technical_error,credit_card,new,1,0.9,6,36,17,1
TXN03162,1374,network_error,upi,new,1,0.47,3,4,13,0
TXN03163,2816,insufficient_funds,credit_card,new,1,0.66,4,11,47,0
TXN03164,3047,network_error,debit_card,loyal,3,0.35,6,44,50,0
TXN03165,12056,card_expired,debit_card,regular,1,0.46,4,44,12,0
